Reservior name,dam name,river,main basin,sub basin,near city,administration city,COUNTRY,secondary country,YEAR,dam height,dam length,AREA(sqkm),AREA(polygonal),CAPITAL EXPENDITURE,DEPTH(m),AVG DISPLACEMENT OF WATER,CATCHMENT area in sqkm,MAIN_USAGE,"MULTI_DAMS,C,10",TIMELINE(status),status,longitude,latitude
,Pinopolis West Dam,Cooper River,,,,South Carolina,United States,,1942,42,3505,220.9,220.9,1369.2,6.2,1056,387,Flood control,,,2: Good,-79.999583,33.24125
Savannah River Par Pond,Savannah River Par Pond Lower Dam,Trib. Lower Three Runs,,,,South Carolina,United States,,1959,20,1362,8.8,8.8,106,12,673,95,Other,,,2: Good,-81.520417,33.237083
,High Falls Dam,Towaliga River,,,,Georgia,United States,,-99,11,185,1.8,1.8,15.4,8.6,8324,539,Recreation,,,3: Fair,-84.019583,33.182917
,Savannah River Steel Creek Dam,Trib. Steel Creek,,,,South Carolina,United States,,1986,27,1219,3.8,3.8,48.9,12.9,199,27,Other,,,2: Good,-81.632917,33.162083
Furman Shoals,Sinclair,Oconee,,,,Georgia,United States,,1953,32,911,37.9,37.9,604.4,15.9,113677,7567,Hydroelectricity,,,2: Good,-83.20375,33.14125
,Lay,Coosa,,,,Alabama,United States,,1914,43,689,32.4,32.4,326.9,10.1,427418,23518,Hydroelectricity,,,2: Good,-86.520417,32.96625
West Point Lake,West Point,Chattahoochee River,,,,Georgia,United States,,1974,37,2210,89.8,89.8,746.3,8.3,161159,8903,Flood control,,,2: Good,-85.192917,32.924583
,Town Creek Reservoir Dam,Town Creek,,,,Georgia,United States,,1993,34,-99,1.4,1.4,33.1,23.6,221,17,Water supply,,,2: Good,-83.657917,32.90375
Lake Tobesofkee,Lake Tobesofkee Dam,Tobesofkee Creek,,,,Georgia,United States,,1965,16,262,5.6,5.6,53.1,9.5,6519,471,Flood control,,,2: Good,-83.770417,32.820417
Mitchell Lake,Mitchell,Coosa,,,,Alabama,United States,,1923,32,385,19.7,19.7,212.2,10.8,459670,25349,Hydroelectricity,,,2: Good,-86.445417,32.807917
Lake Martin,Martin,Tallapoosa,,,,Alabama,United States,,1926,53,792,134,134,2004.4,15,130673,7731,Hydroelectricity,,,2: Good,-85.912083,32.682917
Lake Harding,Bartletts Ferry Main Dam,Chattahoochee,,,,Georgia,United States,,1926,46,1154,18.6,18.6,225.7,12.1,193668,10979,Hydroelectricity,,,2: Good,-85.09125,32.66625
Lake Jordan,Jordan,Coosa,,,,Alabama,United States,,1928,38,630,11.1,11.1,289.9,26.1,474513,26190,Hydroelectricity,,,2: Good,-86.257917,32.620417
Goat Rock,Goat Rock,Chattahoochee,,,,Georgia,United States,,1912,21,437,3.5,3.5,12.3,3.5,204337,11689,Hydroelectricity,,,3: Fair,-85.07875,32.612083
,Walter Bouldin,Coosa,,,,Alabama,United States,,1967,52,3407,2.9,2.9,289.9,100,663,38,Hydroelectricity,,,3: Fair,-86.287083,32.587083
,Thurlow,Tallapoosa,,,,Alabama,United States,,1900,27,563,2.2,2.2,22.5,10.2,144595,8578,Hydroelectricity,,,4: Poor,-85.887083,32.537083
Oliver,Oliver,Chattahoochee,,,,Georgia,United States,,1959,21,616,6.6,6.6,39.5,6,208694,11981,Hydroelectricity,,,2: Good,-85.00375,32.51625
,Dalewood Shores Lake,Ponta Creek,,,,Mississippi,United States,,1962,10,1158,3.4,3.4,25.8,7.6,1033,61,Recreation,,,2: Good,-88.512917,32.50125
Okatibbee Lake,Okatibbee Dam,Okatibbee Creek,,,,Mississippi,United States,,1968,22,2018,14.2,14.2,73.4,5.2,6975,402,Flood control,,,2: Good,-88.795417,32.47875
Lake Blackshear,Lake Blackshear,Flint River,,,,Georgia,United States,,1930,13,1419,27.1,27.1,178.9,6.6,137325,9597,Hydroelectricity,,,2: Good,-83.94375,31.85375
Eufaula,Walter F. George Lock and Dam,Chattahoochee River,,,,Alabama,United States,,1962,52,4141,126.3,126.3,1152.6,9.1,318381,19407,Navigation,,,2: Good,-85.06625,31.62875
,Gantt,Conecuh River,,,,Alabama,United States,,1924,13,366,6.1,6.1,18.1,3,27695,1700,Hydroelectricity,,,2: Good,-86.47875,31.407917
Lake Tholocco,Lake Tholocco,Claybank Creek,,,,Alabama,United States,,1935,14,732,2.2,2.2,21.7,9.9,3328,219,Recreation,,,2: Good,-85.720417,31.387083
,Big Bay Lake,Bay Creek,,,,Mississippi,United States,,1991,17,610,3.5,3.5,26.4,7.5,405,27,Recreation,,,2: Good,-89.570417,31.182917
,Flint Creek Reservoir,Flint Creek,,,,Mississippi,United States,,1965,16,869,1.8,1.8,19.6,10.9,354,27,Recreation,,,2: Good,-89.124583,30.874583
,Big Creek Lake,Big Creek,,,,Alabama,United States,,1952,23,1524,11,11,168.4,15.3,3340,258,Water supply,,,2: Good,-88.337083,30.71625
Lake Seminole,Jim Woodruff Dam,Apalachicola River,,,,Florida,United States,,1952,28,2134,83.5,83.5,501,6,651271,44603,Navigation,,,2: Good,-84.86625,30.707917
Lake Talquin,Jackson Bluff,Ochlockonee,,,,Florida,United States,,1928,18,1097,28.9,28.9,185,6.4,39477,4430,Recreation,,,2: Good,-84.64875,30.39125
,Dead Lakes Dam,Chipola River,,,,Florida,United States,,1962,7,250,12.8,12.8,50.1,3.9,31847,3246,Recreation,,,3: Fair,-85.177917,30.12875
Lake Oklawaha,Rodman Dam and Spillway,Oklawaha River,,,,Florida,United States,,1968,13,2187,18.6,18.6,160.4,8.6,30013,7315,Navigation,,,2: Good,-81.807917,29.507917
,Inglis,Withlacoochee,,,,Florida,United States,,1909,6,15545,8.4,8.4,41.4,4.9,11970,4600,Other,,,2: Good,-82.612917,29.012083
,Sanford Cooling Reservoir,Offstream St. Johns River,,,,Florida,United States,,1971,10,9449,4.4,4.4,22.2,5,22,13,Other,,,3: Fair,-81.349583,28.88125
Lake Eustis,Eugene J. Burrell Lock and Dam,Haines Creek,,,,Florida,United States,,1957,6,152,31.2,31.2,108.5,3.5,196,80,Flood control,,,2: Good,-81.782917,28.870417
,Brogden Bridge,Lake Tsala Apopka,,,,Florida,United States,,1972,5,40,0.7,0.7,36.6,52.3,94,27,Flood control,,,5: Unreliable,-82.285417,28.857917
Lake Apopka,Golf Course,Lake Tsala Apopka,,,,Florida,United States,,1970,4,29,1.8,1.8,26.6,14.8,648,216,Flood control,,,3: Fair,-82.26625,28.777083
,Structure 62,Ajay-Hart Canal C-29A,,,,Florida,United States,,1969,6,58,5.7,5.7,69.1,12.1,60,66,Flood control,,,4: Poor,-81.20375,28.382917
,Taylor Creek Structure,Taylor Creek,,,,Florida,United States,,1969,16,-99,5.5,5.5,103.6,18.8,100,133,Flood control,,,3: Fair,-80.937083,28.34125
,Structure 59,St. Cloud C-31,,,,Florida,United States,,1963,5,39,35.2,35.2,256.6,7.3,373,406,Flood control,,,3: Fair,-81.30375,28.274583
,Structure 58,Trout-Joel Canal C-32C,,,,Florida,United States,,1969,6,15,0.8,0.8,90,112.5,41,54,Flood control,,,5: Unreliable,-81.170417,28.262083
,Structure 60,Alligator Lake,,,,Florida,United States,,1966,7,30,11.9,11.9,90,7.6,46,63,Flood control,,,3: Fair,-81.21625,28.19125
,Structure 61,South Port Canal C-35,,,,Florida,United States,,1964,9,39,64.5,64.5,344.1,5.3,957,1047,Flood control,,,3: Fair,-81.35375,28.14125
,Structure 63,Canoe Creek C-34,,,,Florida,United States,,1966,9,35,6.3,6.3,45.6,7.2,183,259,Flood control,,,3: Fair,-81.25375,28.12875
,Lake Hartridge Dam,Lake Conine,,,,Florida,United States,,1959,3,12,1.7,1.7,36.9,21.7,20,31,Recreation,,,4: Poor,-81.74375,28.062917
Lake Fannie,Dam P-7,Canal P7,,,,Florida,United States,,1965,5,7,2.6,2.6,15.4,5.9,244,350,Flood control,,,3: Fair,-81.687083,28.062083
Lake Smart,Dam P-6,Canal P6,,,,Florida,United States,,1965,7,14,1,1,26.3,26.3,1,2,Flood control,,,4: Poor,-81.707917,28.057917
Lake Hamilton,Dam P-8,Canal P8,,,,Florida,United States,,1965,7,15,8.3,8.3,47.2,5.7,297,437,Flood control,,,2: Good,-81.65375,28.037083
Lake Hancock,Dam P-11,Saddle Creek,,,,Florida,United States,,1965,3,34,18.1,18.1,54.3,3,273,380,Flood control,,,3: Fair,-81.85375,27.949583
Edward Medard Reservoir,Edward Medard Reservoir Dam,Little Alafia River,,,,Florida,United States,,1977,12,2179,1.7,1.7,20.2,11.9,49,53,Recreation,,,2: Good,-82.16875,27.920417
,South Ridgewood,,,,,Florida,United States,,1969,6,12826,1.6,1.6,13.3,8.3,1,2,Other,,,4: Poor,-81.897083,27.87875
,Noralyn N-14,,,,,Florida,United States,,1974,12,7702,1.1,1.1,43,39.1,32,52,Other,,,5: Unreliable,-81.85375,27.867083
,Clear Springs N-12,,,,,Florida,United States,,1968,15,3604,0.9,0.9,31.4,34.9,4,6,Other,,,4: Poor,-81.845417,27.857917
,Clear Springs CS-8,,,,,Florida,United States,,1977,15,5547,0.2,0.2,17.4,87,1,1,Other,,,5: Unreliable,-81.782083,27.855417
,Nichols N-4,,,,,Florida,United States,,1978,18,3621,1.3,1.3,37,28.5,5,6,Other,,,4: Poor,-82.02875,27.834583
,Noralyn N-15,,,,,Florida,United States,,1974,12,5212,0.4,0.4,28.9,72.2,2,4,Other,,,4: Poor,-81.874583,27.81625
,Structure 65,Kissimmee River C-38,,,,Florida,United States,,1964,12,158,121.1,121.1,900.4,7.4,2837,4026,Flood control,,,3: Fair,-81.195417,27.807917
,West Polk A-10,,,,,Florida,United States,,1971,12,3597,1.7,1.7,16.6,9.8,4,5,Other,,,4: Poor,-81.999583,27.80375
,Noralyn N-9,,,,,Florida,United States,,1961,12,7273,3.6,3.6,31,8.6,10,17,Other,,,4: Poor,-81.84125,27.795417
,West Polk K-1,,,,,Florida,United States,,1966,12,4020,1.4,1.4,21.5,15.4,3,4,Other,,,4: Poor,-82.037083,27.782917
,Fort Meade,,,,,Florida,United States,,1972,20,9144,0.2,0.2,45,225,1,2,Other,,,5: Unreliable,-81.82625,27.764583
,Big Four Mine Dam BF-1,Lake Branch of Alfia River,,,,Florida,United States,,1977,12,6437,0.8,0.8,22.2,27.7,1,2,Other,,,4: Poor,-82.094583,27.74125
,Area E,,,,,Florida,United States,,1974,10,6991,0.1,0.1,17.5,175,1,1,Other,,,5: Unreliable,-82.04625,27.732917
,Area C,,,,,Florida,United States,,1969,7,5532,3.1,3.1,11.5,3.7,12,19,Other,,,2: Good,-81.984583,27.72125
,Payne Creek Settling Area 2,,,,,Florida,United States,,1967,18,3780,1.7,1.7,12.6,7.4,3,5,Other,,,4: Poor,-81.92875,27.699583
,Manatee Cooling Water Reservoir,Little Manatee River,,,,Florida,United States,,1975,24,14630,13.3,13.3,64.1,4.8,43,51,Other,,,2: Good,-82.327083,27.634583
,Lake Manatee Dam,Manatee River,,,,Florida,United States,,1967,16,1433,5,5,57.5,11.5,268,343,Water supply,,,2: Good,-82.350417,27.497917
,Jack Creek Structure,Jack Creek,,,,Florida,United States,,1962,9,168,14.5,14.5,55.1,3.8,70,165,Flood control,,,3: Fair,-81.420417,27.322083
,Martin Plant Cooling Water Reservoir,Offstream St. Lucie Canal,,,,Florida,United States,,1981,10,27763,23.1,23.1,117.2,5.1,42,127,Other,,,2: Good,-80.597917,27.00375
,Structure 193,Taylor Creek,,,,Florida,United States,,1972,11,-99,1418.8,1418.8,10510,7.4,6630,14062,Flood control,,,4: Poor,-81.10125,26.94125
,Structure 39,Hillsboro Canal,,,,Florida,United States,,1952,10,5,3.4,3.4,530.4,156,947,1585,Flood control,Yes,,5: Unreliable,-80.295417,26.357917
,Structure 336,Tamiami Canal C-4,,,,Florida,United States,,1978,5,29,0.4,0.4,672.7,1000,2,3,Other,,,5: Unreliable,-80.495417,25.759583
,Zaza,Zaza,,,Sancti Spiritus,,Cuba,,1972,38,3540,41.3,41.3,1020,24.7,16380,1989,,,,2: Good,-79.36625,21.80375
,El Cajon,Comayagua,Ulua,,San Pedro Sula,,Honduras,,1984,234,382,79.8,79.8,7090,88.8,148752,8676,Hydroelectricity,,,3: Fair,-87.745417,15.027917
Yojoa,El Pescadero,Perscadero,Ulua,,San Pedro Sula,,Honduras,,1964,12,500,79,79,1926,24.4,7675,302,Hydroelectricity,,,5: Unreliable,-88.025417,14.930417
,5 de Noviembre,Lempa,Lempa,,,,El Salvador,,-99,67,-99,5,5,150,30,255994,9600,Hydroelectricity,,,3: Fair,-88.762083,13.99125
,Cerron Grande,Lempa,Lempa,,Hutyapa,,El Salvador,,1973,80,900,93,93,2180,23.4,229384,8392,Hydroelectricity,,,3: Fair,-88.932917,13.945417
,15 de Septiembre,Lempa,Lempa,,,,El Salvador,,-99,50,-99,18,18,380,21.1,385929,17087,Hydroelectricity,,,3: Fair,-88.55875,13.62375
,El Mancotal,Tuma,Rio Grande de Matagalpa,,,,Nicaragua,,-99,50,-99,34.9,34.9,434.9,12.5,9194,498,Hydroelectricity,,,3: Fair,-85.90375,13.244583
Arenal,Arenal,Arenal,San Juan,,Arenal,Alajuela,Costa Rica,,1978,70,900,85.6,85.6,2220,25.9,20199,499,Hydroelectricity,,,3: Fair,-84.762083,10.474583
,Arroyo Matuya,Arroyo Matuya,Magdalena,,Cartagena,Bolivar,Colombia,,1971,45,308,9.4,9.4,102,10.9,221,77,,,,3: Fair,-75.277917,9.92875
,Arroyo Grande,Arroyo Grande,Magdalena,,Cartagena,Bolivar,Colombia,,1969,47,1100,9.8,9.8,127,13,657,195,,,,3: Fair,-75.325417,9.879583
,Cachi,Reventazon,,,Cachi,Cartago,Costa Rica,,1966,-99,70,0.4,0.4,51,127.5,49814,761,,,,3: Fair,-83.804583,9.83875
Gatun,Panama Canal Dam,Gatun Lake,,,Colon,Colon,Panama,,1912,35,2600,332.7,332.7,544,1.6,112101,3345,,,,3: Fair,-79.92875,9.262083
,Madden,Chagres,,,Panama City,,Panama,,1938,76,274,39.2,39.2,624,15.9,35263,1011,Navigation,,,3: Fair,-79.612917,9.212083
,Bayano,Bayano,,,Panama City,Panama,Panama,,1975,72,452,254,254,4000,15.7,88927,3766,Hydroelectricity,,,3: Fair,-78.884583,9.17875
,Fortuna,,,,,,Panama,,-99,-99,-99,7,7,197.9,28.3,7244,150,,,,3: Fair,-82.247917,8.745417
,Urra 1,Sinu,,,Tierra Alta,Cordoba,Colombia,,-99,73,660,39.5,39.5,1200,30.4,174068,4614,,,,3: Fair,-76.212083,8.014583
,Porce 2,Porce,,,Gomez Plata,Antioquia,Colombia,,2001,-99,455,9.6,9.6,234,24.4,126392,3063,Hydroelectricity,,,4: Poor,-75.147917,6.807917
,Miraflores,Tenche,,,Carolina del Principe,Antioquia,Colombia,,1965,55,240,4.6,4.6,144.9,31.5,2591,63,,,,2: Good,-75.320417,6.779583
,Rio Grande 2,Rio Grande,Magdalena,,Entrerrios,Antioquia,Colombia,,1988,67,375,9.1,9.1,245.7,27,40895,1021,,,,2: Good,-75.449583,6.507917
,Santa Rita Dike I,Nare,,,Alejandria,Antioquia,Colombia,,1976,32,230,51.3,51.3,1236.4,24.1,55067,1237,Hydroelectricity,Yes,,3: Fair,-75.149583,6.27875
,Calima,Calima,San Juan,,Buga,Valle del Cauca,Colombia,,1965,110,240,5.4,5.4,581,107.6,12852,274,Hydroelectricity,,,3: Fair,-76.55875,3.879583
,Salvajina,Cauca Colina Garce,,,Popayan,Cauca,Colombia,,1985,-99,400,18.3,18.3,906,49.5,117547,3634,,,,3: Fair,-76.707917,2.942917
,Betania,Magdalena,Magdalena,,Neiva,Huila,Colombia,,1984,90,670,59.3,59.3,1970,33.2,380515,13154,Hydroelectricity,,,4: Poor,-75.432917,2.704583
,El Carrizal,El Carrizal,,,Ouiroga,Manabi,Ecuador,,-99,-99,600,4.6,4.6,400,87,7012,435,,,,4: Poor,-80.07375,-0.88875
,Daule Peripa,Daule,Guyayas,,Quevedo,Guayas,Ecuador,,1987,78,246,82.8,82.8,6000,72.5,116476,4189,Irrigation,,,3: Fair,-79.74875,-0.92125
,Poza Honda,Portoviejo,,,Portoviejo,Manabi,Ecuador,,1971,39,330,4.6,4.6,100,21.7,2126,167,,,,2: Good,-80.20375,-1.11375
,Tahuin,Arenillas,,,Machala,El Oro,Ecuador,,1988,-99,362,4.4,4.4,210,47.7,1699,432,,,,3: Fair,-80.00375,-3.629583
,San Lorenzo,Chipillico,,,Piura,Piura,Peru,,1958,57,780,11.9,11.9,258,21.7,761,582,,,,2: Good,-80.195417,-4.677083
Poechos,Poechos,Chira,,,Sullana,Piura,Peru,,1975,48,9000,38.6,38.6,1000,25.9,53827,13606,Irrigation,,,3: Fair,-80.520417,-4.679583
,Tinajones,Chancay,,,Chongoyape,Lambayeque,Peru,,1968,-99,2440,8.9,8.9,320,36,84,100,,,,3: Fair,-79.445417,-6.650417
,Gallito Ciego,Jequetepeque,,,Pacasmayo,Cajamarca,Peru,,1987,-99,750,10.7,10.7,400,37.4,7138,3452,,,,3: Fair,-79.207917,-7.23375
,Upamayo,Lago Junin,,,Junin,,Peru,,1936,10,96,163.1,163.1,556,3.4,13103,916,,,,2: Good,-76.19125,-10.979583
Antacoto,Antacoto,Santa Eulalia,,,Marcapomacocha,Junin,Peru,,1966,-99,52,5,5,61.2,12.2,427,51,,,,3: Fair,-76.36625,-11.404583
,Yuracmayo,Blanco,,,Huarochiri,Lima,Peru,,1995,-99,590,2.3,2.3,46.5,20.2,639,100,,,,3: Fair,-76.15375,-11.839583
,Choclococha,Pampas,,,Castrovirreyna,Huancavelica,Peru,,1960,12,280,16,16,170,10.6,2029,250,,,,2: Good,-75.074583,-13.242083
Caniapiscau,Caniapiscau Barrage,Caniapiscau,,,Schefferville,Quebec,Canada,,1981,54,3333,3235.1,3235.1,53790,16.6,715677,38956,Hydroelectricity,Yes,,2: Good,-69.782917,54.850417
Laforge 2,Laforge 2,Laforge,,,Schefferville,Quebec,Canada,,1982,24,800,257.4,257.4,1840,7.1,28066,1601,Hydroelectricity,Yes,,2: Good,-70.712917,54.822083
,Menihek,Ashuanipi,,,Knob Lake,Newfoundland and Labrador,Canada,,1954,11,7590,323.4,323.4,346.6,1.1,337885,18783,,,,3: Fair,-66.61625,54.470417
Laforge 1,Laforge 1,Laforge,,,Schefferville,Quebec,Canada,,1994,57,-99,1120.8,1120.8,3800,3.4,127749,6886,Hydroelectricity,Yes,,2: Good,-72.549583,54.182917
La Grande 4,La Grande 4,La Grande,La Grande,,Radisson,Quebec,Canada,,1981,128,3750,749.5,749.5,19530,26.1,700677,34519,Hydroelectricity,,,1: Verified,-73.462083,53.89125
Smallwood,Churchill Falls,Churchill South,,,Churchill Falls,Newfoundland and Labrador,Canada,,1971,16,518,4816,4816,32320,6.7,746641,44170,Hydroelectricity,Yes,,3: Fair,-65.049583,53.78875
,West Forebay Dike GJ-18,Whitefish Falls,,,Churchill Falls,Newfoundland and Labrador,Canada,,1971,23,749,140.4,140.4,793.1,5.6,785185,46056,Hydroelectricity,Yes,,4: Poor,-63.967917,53.537083
Ossokamanuan Reservoir,Gabbro Control Dam,,,,,Newfoundland and Labrador,Canada,,-99,-99,-99,688.9,688.9,16043.5,23.3,379895,21918,,,,3: Fair,-64.76625,53.44875
Petit Manicouagan,Hart Jaune,Hart Jaune,,,Gagnon,Quebec,Canada,,1960,23,2804,214.1,214.1,2500,11.7,90548,4571,Hydroelectricity,Yes,,3: Fair,-67.80375,51.82875
Kempt,Lake Manouan,Manouan,,,Arvida,Quebec,Canada,,1941,11,580,422.6,422.6,2220.3,5.3,92807,4839,Water supply,,,4: Poor,-70.52875,50.657083
Manicouagan,Daniel Johnson,Manicouagan,,,Baie Comeau,Quebec,Canada,,1968,214,1314,1619.3,1619.3,141850,87.6,554495,29288,Hydroelectricity,,,2: Good,-68.72875,50.649583
Ste. Anne,Lac Ste. Anne Principal,Toulnustouc,,,Godbout,Quebec,Canada,,1955,38,365,124.1,124.1,3273,26.4,163486,8044,Hydroelectricity,Yes,,3: Fair,-67.94125,50.107917
Peribonka,Passes Dangereuses,Peribonka,,,Arvida,Quebec,Canada,,1943,48,361,258.9,258.9,5180,20,233848,11382,Hydroelectricity,,,2: Good,-71.254583,49.90375
Manic Trois,Manicouagan 3,Manicouagan,,,Baie Comeau,Quebec,Canada,,1975,108,390,196.4,196.4,10480,53.4,648253,33505,Hydroelectricity,Yes,,2: Good,-68.607083,49.75375
Outardes 4,Outardes 4,Outardes,,,Baie Comeau,Quebec,Canada,,1969,122,641,549.1,549.1,24350,44.3,333825,17186,Hydroelectricity,Yes,,3: Fair,-68.907917,49.707917
Outardes 3,Outardes 3,Outardes,,,Baie Comeau,Quebec,Canada,,1968,80,305,9,9,215,23.9,343977,17684,Hydroelectricity,Yes,,3: Fair,-68.795417,49.56625
,Peribonka,Peribonka,,,,Quebec,Canada,,2008,80,700,23,23,698.8,30.4,299960,14457,Hydroelectricity,,,3: Fair,-71.182917,49.507917
Pipmuacan,Bersimis,Betsiamites,,,Forestville,Quebec,Canada,,1956,61,671,746,746,13900,18.6,247731,13679,Hydroelectricity,Yes,,3: Fair,-69.770417,49.355417
,Manicouagan 2,Manicouagan,,,Baie Comeau,Quebec,Canada,,1965,91,701,111.2,111.2,4250,38.2,896725,45511,Hydroelectricity,,,2: Good,-68.349583,49.324583
,McCormick,Manicouagan,,,Baie Comeau,Quebec,Canada,,1952,37,1402,11,11,39,3.5,898865,45626,Hydroelectricity,Yes,,2: Good,-68.32875,49.19625
,Bersimis 2,,,,Forestville,Quebec,Canada,,1959,83,640,37.5,37.5,1620,43.2,297690,16384,Hydroelectricity,Yes,,3: Fair,-69.25375,49.17875
Outardes 2,Outardes 2,Outardes,,,Baie Comeau,Quebec,Canada,,1978,55,1639,25.6,25.6,204,8,368901,18921,Hydroelectricity,Yes,,3: Fair,-68.387083,49.157917
,Onatchiway,Shipshaw,,,Chicoutimi,Quebec,Canada,,1948,15,447,49.6,49.6,451.5,9.1,35172,1771,Hydroelectricity,,,2: Good,-71.037083,48.895417
,Chute-du-Diable,Peribonka,,,Alma,Quebec,Canada,,1952,34,590,44.9,44.9,362.6,8.1,521452,25850,Hydroelectricity,,,3: Fair,-71.699583,48.779583
,Chute a la Savane,Peribonka,,,Alma,Quebec,Canada,,1953,40,920,16.5,16.5,255.3,15.5,547640,27127,Hydroelectricity,,,3: Fair,-71.84125,48.757917
La Mothe,Chute des Georges,Shipshaw,,,Chicoutimi,Quebec,Canada,,1953,49,312,35.5,35.5,1040,29.3,39735,2007,Hydroelectricity,Yes,,3: Fair,-71.14125,48.720417
St. Jean,Isle Maligne Spillway 1,Grande Decharge,,,Alma,Quebec,Canada,,1925,45,216,1066.5,1066.5,5370,5,1399629,72559,Hydroelectricity,Yes,,3: Fair,-71.63625,48.57875
,Chute-a-Caron,Saguenay,,,Jonquiere,Quebec,Canada,,1930,59,924,21.4,21.4,810,37.9,1419538,73541,Hydroelectricity,Yes,,2: Good,-71.25375,48.45375
Gouin,Gouin,St. Maurice,,,Sanmaur,Quebec,Canada,,1918,16,86,1164.5,1164.5,8573,7.4,130177,8724,Hydroelectricity,Yes,,2: Good,-74.10375,48.357917
Lac Kenogami,Portage-des-Roches,Chicoutimi,,,Chicoutimi,Quebec,Canada,,1924,24,461,52.3,52.3,374.1,7.2,80821,3447,Hydroelectricity,Yes,,3: Fair,-71.212083,48.310417
,Rapide Blanc,St. Maurice,,,La Tuque,Quebec,Canada,,1934,46,268,47.8,47.8,600,12.6,338716,21763,Hydroelectricity,,,3: Fair,-72.974583,47.79875
,Trenche,St. Maurice,,,La Tuque,Quebec,Canada,,1951,53,442,13.8,13.8,298.2,21.6,390540,24786,,,,3: Fair,-72.882917,47.757917
,Beaumont,St. Maurice,,,La Tuque,Quebec,Canada,,1958,52,489,7.7,7.7,424.3,55.1,496428,30937,,,,3: Fair,-72.795417,47.45375
,Sisson Lake,Sisson,,,Plaster Rock,New Brunswick,Canada,,1952,-99,335,9.3,9.3,119.5,12.8,6534,321,,,,3: Fair,-67.249583,47.269583
Teaureau,Mattawin,Mattawin,,,St. Michel des-Saints,Quebec,Canada,,1930,26,720,79,79,790,10,67722,4261,Hydroelectricity,,,3: Fair,-73.65375,46.865417
,Cheticamp,Cheticamp,,,Sydney,Nova Scotia,Canada,,1977,20,960,5.2,5.2,27.2,5.2,1427,49,Hydroelectricity,,,3: Fair,-60.66375,46.65375
,Grand-Mere,St. Maurice,,,Grand-Mere,Quebec,Canada,,1916,26,785,24.5,24.5,107.3,4.4,671397,41147,,,,3: Fair,-72.67875,46.620417
,Squa Pan,Squa Pan Stream,,,,Maine,United States,,1928,11,180,20.7,20.7,110,5.3,3225,177,Hydroelectricity,,,2: Good,-68.325417,46.557083
,Wreck Cove,Wreck Cove,,,Sydney,Nova Scotia,Canada,,1977,17,213,4.4,4.4,22.1,5,1621,56,Hydroelectricity,,,3: Fair,-60.57375,46.55375
,Lock Dam,Allagash Stream,,,,Maine,United States,,1875,4,85,52.2,52.2,129.8,2.5,14056,764,Hydroelectricity,,,2: Good,-69.29125,46.492917
,Millinocket Lake,Millinocket Stream,,,,Maine,United States,,1943,3,69,10.6,10.6,35.8,3.4,3374,178,Hydroelectricity,,,3: Fair,-68.84125,46.299583
,Caucomgomoc,Caucomgomoc Stream,,,,Maine,United States,,1981,5,787,18.5,18.5,128,6.9,8748,484,Hydroelectricity,,,3: Fair,-69.562083,46.195417
,Harrington Lake Dam,Duck Brook,,,,Maine,United States,,1930,4,581,5.3,5.3,13.3,2.5,785,42,Hydroelectricity,,,2: Good,-69.31625,46.18875
